,date,plane_type,loc,country,ref,airline,fat,px,cat,phase,cert,meta,cause
1,1993-01-06,Dash 8-311,near Paris Charles de Gualle,France,D-BEAT,Lufthansa Cityline,4,20,A1,approach,confirmed,human_error,pilot & ATC error
2,1993-01-09,Hawker Siddeley HS-748-234 Srs,near Surabaya Airport,Indonesia,PK-IHE,Bouraq Indonesia,15,29,A1,initial_climb,probable,mechanical,engine failure
3,1993-01-31,Shorts SC.7 Skyvan 3-100,Mt. Kapur,Indonesia,9M-PID,Pan Malaysian Air Transport,14,29,A1,en_route,probable,weather,low visibility
4,1993-02-08,Tupolev 154M,near Tehran-Mehra...,Iran,EP-ITD,Iran Air Tours,131,67,A1,en_route,confirmed,human_error,"pilot error, collision"
5,1993-02-28,Dornier 228-201,near Orchid Island,Taiwan,B-12238,Formosa Airlines,6,22,A1,approach,probable,weather,bad weather
6,1993-03-05,Fokker 100,"near Skopje, Macedonia",Macedonia,PH-KXL,Palair Macedonian,83,56,A1,initial_climb,confirmed,human_error,maintenance error
7,1993-03-19,Beechcraft 200 Super King Air,near Geilo-Dagali,Norway,LN-TSA,West Aviation,3,19,A1,approach,probable,weather,bad weather
8,1993-03-23,Embraer 110C Bandeirante,"near Cuiabá, MT",Brazil,PP-SBJ,Oeste Linhas Aéreas,6,22,A1,en_route,probable,weather,bad weather
9,1993-04-06,McDonnell-Douglas MD-11,"near Aleutian Islands, Alaska",USA,B-2171,China Eastern Airlines,2,17,A2,en_route,probable,mechanical,design flaw
10,1993-04-23,Antonov 26,near Zavkhan Province,Mongolia,BNMAU-14102,MIAT Mongolian Airlines,32,38,A1,en_route,suspected,human_error,pilot & crew error
11,1993-04-26,Boeing 737 2AB,near Aurangabad Airport,India,VT-ECQ,Indian Airlines,55,47,A1,takeoff,probable,human_error,pilot error
12,1993-05-19,Boeing 727-46,Mt Paramo Frontino,Colombia,HK-2422X,SAM Colombia,132,67,A1,en_route,probable,human_error,pilot & ATC error
13,1993-06-17,Antonov 26B,near Tbilisi,Georgia,26035,Tajikistan Airlines,41,42,A1,en_route,probable,weather,turbulence
14,1993-07-01,Fokker F-28 Fellowship 3000,Sorong-Jefma,Indonesia,PK-GFU,Merpati Nusantara,41,42,A1,approach,unknown,unknown,unknown
15,1993-06-09,Pilatus BN-2A-20 Islander,Gulgubip Airport,Papua New Guinea,P2-SWA,Southwest Air,9,25,A1,approach,probable,mechanical,engine failure
16,1993-07-23,BAe 146-300,"Yinchuan, Ningxia",China,B-2716,China Northwest Airlines,55,47,A1,takeoff,confirmed,mechanical,mechanical failure
17,1993-07-26,Boeing 737-5L9,Ungeo Mountain near Mokpo,Korea,HL7229,Asiana Airlines,68,51,A1,approach,probable,weather,bad weather
18,1993-06-28,Beechcraft 200 Super King Air,Aminius,Namibia,ZS-NEP,Trans Namibia Aviation,3,19,A1,initial_climb,unknown,unknown,unknown
19,1993-07-31,Dornier 228-101,near Bharatpur Airport,Nepal,9N-ACL,Everest Air,19,32,A1,approach,unknown,unknown,unknown
20,1993-08-26,Let L-410UVP-E,near Aldan Airport,Russia,RA-67656,Sakha Avia,24,34,A1,landing,probable,human_error,overload
21,1993-08-28,Yakovlev 40,near Khorog,Tajikistan,87995,Tajikistan Airlines,82,55,A1,takeoff,probable,human_error,overload
22,1993-09-14,Airbus A320,Warsaw,Poland,D-AIPN,Lufthansa,2,17,A1,landing,confirmed,human_error,"crew error, design flaws"
23,1993-09-21,Tupolev-134A,Sukhumi-Babusheri Airport,Georgia,65809,Transair Georgia,27,36,C1,approach,confirmed,criminal,heat seeking missile
24,1993-09-22,Tupolev-154B,Sukhumi-Babusheri Airport,Georgia,85163,Transair Georgia,108,62,C1,approach,confirmed,criminal,shot down
25,1993-09-23,Tupolev-154B-2,Sukhumi-Babusheri Airport,Georgia,85359,Orbi Georgian Airways,1,15,C1,grounded,suspected,criminal,mortar or artillery fire
26,1993-10-26,McDonnell Douglas MD-82,"Fuzhou, Fujian",China,B-2103,China Eastern Airlines,2,17,A1,landing,probable,weather,wet runway
27,1993-10-27,de Havilland Canada DHC-6-300 Twin Otter,near Namsos Airport,Norway,LN-BNM,Widerøe,6,22,A1,approach,probable,human_error,pilot & company error
28,1993-11-10,Hawker Siddeley HS-748-234 Srs,"near Sandy Lake, ON",Canada,C-GQTH,Air Manitoba,7,23,A1,initial_climb,probable,human_error,pilot & crew error
29,1993-11-13,McDonnell-Douglas MD-82,near Urumqi Airport,China,B-2141,China Northern Airlines,12,27,A1,approach,probable,mechanical,autopilot failure
30,1993-11-20,Yakovlev Yak-42,near Ohrid,Macedonia,RA-42390,Avioimpex,116,64,A1,approach,probable,human_error,pilot error
31,1993-12-01,Jetstream 31,"near Hibbing, Minnesota",USA,N334PX,Northwest Airlink,18,31,A1,approach,confirmed,human_error,pilot & company error
32,1993-12-03,BN-2A-20 Islander,"near Tuktoyaktuk, NT",Canada,C-GMOP,Arctic Wings and Rotors,7,23,A1,en_route,probable,mechanical,engine failure
33,1993-12-09,DHC-6 Twin Otter 300,near Dakar-Yoff A,Senegal,6V-ADE,Air Senegal,3,19,A1,approach,confirmed,human_error,pilot error
34,1993-12-13,Harbin Yunshuji Y-12-II,Phonesavanh,Laos,RDPL-34117,Lao Aviation,18,31,A1,approach,probable,weather,low visibility
35,1993-12-26,Antonov 26B,Gyumri-Lenin,Armenia,CCCP-26141,Kuban Airlines,35,40,A1,landing,probable,human_error,overload
36,1994-01-03,Tupolev154M,near Mamony,Russia,RA-85656,Baikal Airlines,125,66,A1,en_route,confirmed,human_error,crew & company error
37,1994-01-07,British Aerospace 4101 Jetstream,near Port Columbus Airport,USA,N304UE,"Atlantic Coast Airlines, operating for United Express",5,21,A1,approach,probable,human_error,pilot & crew error
38,1994-02-25,Yakovlev 40,near Tingo Maria,Peru,OB-1559,Expresso Aéreo,31,38,A1,en_route,suspected,human_error,pilot error
39,1994-05-07,Embraer 110EJ Bandeirante,São Gabriel,Brazil,PT-GJW,Rico Linhas Aéreas,8,24,A1,landing,unknown,unknown,unknown
40,1994-03-23,Airbus A310-304,Mezhdurechensk,Russia,F-OGQS,Aeroflot,75,53,A1,en_route,confirmed,human_error,pilot error
41,1994-04-04,Saab 340B,Amsterdamn Schiphol Airport,Netherlands,PH-KSH,KLM Cityhopper,3,19,A1,landing,probable,human_error,pilot & crew error
42,1994-04-25,IRMA/BN-2A-21 Islander,near Nangapinoh,Indonesia,PK-ZAA,Dirgantara Air Services,10,26,A1,en_route,probable,human_error,pilot error
43,1994-04-26,Airbus A300b4-622r,Nagoya-Komaki,Japan,B-1816,China Airlines,264,91,A1,approach,probable,human_error,pilot error
44,1994-05-28,Douglas C-53D-DO (DC-3),near Villavicencio,Colombia,HK-2213,Transoriente Colombia,7,23,A1,initial_climb,probable,mechanical,engine failure
45,1994-06-06,Tupolev Tu-154M,near Xian,China,B-2610,China Northwest Airlines,160,73,A1,en_route,probable,mechanical,maintenance error
46,1994-06-13,Swearingen SA226-TC Metro II,near Uruapan Airport,Mexico,XA-SLU,Aero Cuahonte,9,25,A1,approach,probable,weather,low visibility
47,1994-06-18,Fokker F-27 Friendship 500F,Mount Kalora,Indonesia,PK-MFI,Merpati Nusantara,12,27,A1,approach,probable,weather,low visibility
48,1994-06-23,DHC-3 Otter,"Taku Inlet, AK",USA,N13GA,Wings of Alaska,7,23,A1,en_route,probable,weather,low visibility
49,1994-06-26,Fokker F-27 Friendship 400M,near Abidjan-Felix Houphouet Boigny Airport,Ivory Coast,TU-TIP,Air Ivoire,17,31,A1,approach,suspected,human_error,pilot error
50,1994-07-01,Fokker F-28 Fellowship 4000,Tidjikja Airport,Mauritania,5T-CLF,Air Mauritanie,80,55,A1,landing,probable,weather,low visibility
51,1994-07-02,McMcDonnell Douglas DC-9-31,"Charlotte, NC",USA,N954VJ,USAir,37,40,A1,approach,confirmed,human_error,pilot error & windshear
52,1994-07-17,IRMA/Pilatus BN-2B-26 Islander,near Fort de France-Lamentin Airport,Martinique,8P-TAD,"Trans Island Air, operating for Air Martinique",6,22,A1,approach,confirmed,human_error,pilot error
53,1994-07-19,Embraer 110P1 Bandeirante,near Colon-Enrique A Jimenez Airport,Panama,HP-1202AC,Alas Chiricanas,21,33,C1,en_route,suspected,criminal,suicide bomber
54,1994-08-21,ATR 42-312,"Atlas Mountains, near Tizounine",Morocco,CN-CDT,Royal Air Maroc,44,43,A1,en_route,suspected,human_error,intentional pilot error
55,1994-09-08,Boeing 737-3B7,"near Aliquippa, PA",USA,N513AU,USAir,132,67,A1,approach,probable,mechanical,rudder failure
56,1994-09-13,DHC-6 Twin Otter 300,near Abuja International Airport,Nigeria,5N-ATQ,Aerocontractors,2,17,A1,approach,probable,human_error,pilot & crew error
57,1994-09-18,BAC One-Eleven 515FB,Tamanrasset-Aguemar Airport,Algeria,5N-IMO,Oriental Airlines,5,21,A1,approach,suspected,weather,low visibility
58,1994-09-26,Douglas C-47D,Bahia Negra,Paraguay,FAP2009,TAM Paraguay,1,15,A1,takeoff,confirmed,mechanical,engine failure
59,1994-09-26,Yakovlev 40,near Vanavara,Russia,RA-87468,Cheremshanka Airlines,28,36,A1,en_route,probable,human_error,pilot & crew error
60,1994-09-29,Rockwell 1121B Jet Commander,near Córdoba-Paja,Argentina,LV-WEN,Radeair,8,24,A1,takeoff,confirmed,human_error,pilot & crew error
61,1994-10-12,Fokker F-28 Fellowship,near Natanz,Iran,EP-PAV,Iran Aseman Airlines,66,51,A1,en_route,confirmed,mechanical,engine failure
62,1994-10-31,ATR 72-212,"near Roselawn, IN",USA,N401AM,Simmons Airlines,68,51,A1,approach,confirmed,weather,atmospheric icing
63,1994-11-05,Yakovlev 40,Saposoa Airport,Peru,OB-1569,Servicios Aéreos Amazonicos,6,22,A1,landing,probable,human_error,pedestrian on runway
64,1994-11-22,IRMA/BN-2A-20 Islander,near Tabubil,Papua New Guinea,P2-SWC,Southwest Air,7,23,A1,en_route,probable,weather,bad weather
65,1994-12-10,Boeing 747-283B,near Minami Daito Island,Japan,EI-BWF,Philippine Airlines,1,15,C2,en_route,confirmed,criminal,bombing
66,1994-12-13,British Aerospace 3201 Jetstream,near Raleigh/Durh,USA,N918AE,"Flagship Airlines, operating for American Eagle",15,29,A1,approach,confirmed,human_error,pilot error
67,1994-12-17,DHC-6 Twin Otter 200,near Olsobip,Papua New Guinea,P2-MFS,Missionary Aviation Fellowship,28,36,A1,en_route,suspected,human_error,pilot error
68,1994-12-26,Airbus 1300B2-1c,Marseille-Marignane Airport,France,F-GBEC,Air France,7,23,H1,grounded,confirmed,criminal,hostage situation
69,1994-12-29,Boeing 737-4Y0,near Van Ferit Melen Airport,Turkey,TC-JES,Turkish Airlines,57,48,A1,approach,confirmed,weather,low visibility
70,1995-01-10,DHC-6 Twin Otter 300,Molo Strait,Indonesia,PK-NUK,Merpati Nusantara,14,29,A1,en_route,probable,weather,bad weather
71,1995-01-10,Douglas DC-9-14,near Maria La Baja,Colombia,HK-3839X,Intercontinental de Aviación,51,46,A1,approach,probable,human_error,crew error
72,1995-01-17,DHC-6 Twin Otter 300,Kathmandu-Tribhuvan Airport,Nepal,9N-ABI,Royal Nepal Airlines,2,17,A1,takeoff,suspected,mechanical,mechanical failure
73,1995-01-20,Let L-410UVP,near Krasnoyarsk Airport,Russia,RA-67120,Abakan Airlines,3,19,A1,takeoff,confirmed,mechanical,engine failure
74,1995-01-28,Beechcraft 200 Super King Air,near Cafunfo Airport,Papua New Guinea,D2-ECH,Sociedade de Aviaçao Ligeira,2,17,C1,initial_climb,confirmed,criminal,shot down
75,1995-03-31,Airbus A310-324,"Balotesti, Romania",Romania,YR-LCC,TAROM,60,49,A1,en_route,confirmed,human_error,crew error
76,1995-05-01,Swearingen SA227-CC Metro 23,"Sioux Falls, ON",Canada,C-GYYB,Bearskin Airlines,3,19,A1,approach,probable,human_error,pilot error
77,1995-05-24,Embraer 110P1 Bandeirante,near Leeds/Bradford Airport,UK,G-OEAA,Knight Air,12,27,A1,en_route,confirmed,mechanical,instrument failure
78,1995-06-09,de Havilland Canada DHC-8,"Tararua Ranges, New Zealand",New Zealand,ZK-NEY,Ansett New Zealand,4,20,A1,approach,confirmed,human_error,pilot error
79,1995-06-16,Antonov 2P,near Herpuchi,Russia,RA-07743,Aeroflot,13,28,A1,en_route,probable,weather,low visibility
80,1995-06-24,Tupolev 134A,Lagos-Murtal,Nigeria,RA-65617,"Komi Avia, operating for Harka Air Services",16,30,A1,landing,confirmed,weather,bad weather
81,1995-07-12,DHC-6 Twin Otter 300,near Alotau,Papua New Guinea,P2-MBI,Milne Bay Air,15,29,A1,en_route,confirmed,mechanical,electrical fire
82,1995-07-17,DHC-6 Twin Otter 300,Bintuni Airport,Indonesia,PK-NUT,Merpati Nusantara,1,15,A1,takeoff,probable,weather,wet runway
83,1995-07-18,Douglas C-47A-80-DL,Antananarivo,Madagascar,5R-MMG,Madagascar AF,36,40,A1,approach,suspected,human_error,pilot error
84,1995-08-09,Hawker Siddeley HS-748-216 Srs,Kumawa Mount,Indonesia,PK-KHL,Bouraq Indonesia,10,26,A1,en_route,suspected,human_error,pilot & crew error
85,1995-08-09,Boeing 737-2H6,San Vincent volcano,El Salvador,N125GU,Aviateca,65,50,A1,approach,probable,human_error,pilot & crew error
86,1995-08-14,Embraer 110P1 Bandeirante,near Toez,Colombia,HK-2594,AIRES Colombia,8,24,A1,en_route,probable,human_error,pilot & crew error
87,1995-08-21,Embraer EMB-120 Brasília,"Carroll County, GA",USA,N256AS,Atlantic Southeast Airlines,9,25,A1,en_route,confirmed,mechanical,design flaw
88,1995-09-09,CASA C-212 Aviocar 200,near La Macarena,Colombia,FAC-1152,SATENA,22,33,A1,approach,probable,weather,low visibility
89,1995-09-11,Antonov 26B,near Jalalabad Airport,Afghanistan,YA-BAO,Ariana Afghan Airlines,3,19,A1,approach,probable,human_error,pilot & crew error
90,1995-09-15,Fokker 50,Tawau Airport,Malaysia,9M-MGH,Malaysia Airlines,34,39,A1,landing,probable,human_error,pilot error
91,1995-09-20,DHC-3 Otter,Salvesen Lake,Canada,C-FGCV,Walsten Air Service,6,22,A1,approach,probable,mechanical,engine failure
92,1995-09-21,Antonov 24RV,Choho Geologloh Uul,Mongolia,BNMAU-10103,MIAT Mongolian Airlines,42,42,A1,approach,probable,human_error,pilot error
93,1995-11-08,Fokker F-27 Friendship 400M,near Villa Dolore,Argentina,TC-72,Lineas Aereas del Estado,53,46,A1,en_route,probable,weather,low visibility
94,1995-11-13,Boeing 737-F29,Kaduna Airport,Nigeria,5N-AUA,Nigeria Airways,11,27,A1,landing,probable,human_error,pilot error
95,1995-12-03,Boeing 737-200,near Douala International Airport,Cameroon,TJ-CBE,Cameroon Airlines,71,52,A1,approach,probable,mechanical,mechanical failure
96,1995-12-05,Tupolev 134b-3,near Nakhichevan Airport,Azerbaijan,4K-65703,Azerbaijan Airlines,52,46,A1,initial_climb,confirmed,mechanical,maintenance error
97,1995-12-07,Beech 1900D,near Belle-Anse,Haiti,F-OHRK,Air Saint Martin,20,32,A1,en_route,probable,human_error,pilot & atc error
98,1995-12-07,Tupolev 154B,near Grossevichi,Russia,RA-85164,Khabarovsk United Air,98,59,A1,en_route,confirmed,mechanical,fuel imbalance
99,1995-12-13,Antonov An-24B,near Verona Airport,Italy,YA-AMR,Banat Air,49,45,A1,takeoff,probable,human_error,pilot error
100,1995-12-18,Lockheed L-188C Electra,Cahungula,Angola,9Q-CRR,Trans Service Airlift,141,69,A1,unknown,probable,human_error,overload
101,1995-12-20,Boeing 757-223,"near Buga, Valle del Cauca",Colombia,N651AA,American Airlines,159,73,A1,approach,confirmed,human_error,crew error
102,1996-01-08,Antonov An-32B,N'Dolo Airport,DR Congo (then Zaire),RA-262222,Moscow Airways,237,87,A1,initial_climb,probable,human_error,overload
103,1996-02-06,Boeing 757-225,near Puerto Plata,Dominican Republic,TC-GEN,Birgenair,189,79,A1,en_route,suspected,human_error,pilot error
104,1996-02-12,GAF Nomad N.24A,Port-au-Prince-Mais Gate Airport,Haiti,N224E,Haiti Express Airways,10,26,A1,initial_climb,suspected,mechanical,mechanical failure
105,1996-02-29,Boeing 737-222,near Arequipa,Peru,OB-1451,Faucett,123,65,A1,approach,confirmed,human_error,pilot error
106,1996-03-02,Learjet 25D,near São Paulo-Gu,Brazil,PT-LSD,Madrid Táxi Aéreo,9,25,A1,approach,suspected,human_error,pilot & crew error
107,1996-04-05,Dornier 228-212,near Matsu Airpor,Taiwan,B-12257,Formosa Airlines,6,22,A1,approach,probable,human_error,pilot & crew error
108,1996-05-03,Antonov 24RV,near Haj Yousif,Sudan,ST-FAG,Federal Airlines,53,46,A1,landing,confirmed,weather,sandstorm
109,1996-05-10,DHC-6 Twin Otter 200,Santa Maria,Mexico,XA-SWJ,Aeroservicios Emp. de Durango,16,30,A1,approach,probable,weather,bad weather
110,1996-05-11,McDonnell Douglas DC-9,Everglades,USA,N904VJ,ValuJet,110,62,A1,en_route,suspected,mechanical,cargo fire
111,1996-06-13,McDonnell Douglas DC-10-30,Fukuoka Airport,Japan,PK-GIE,Garuda Indonesia,3,19,A1,takeoff,suspected,human_error,pilot error
112,1996-06-21,Harbin Yunshuji Y-12-II,near Changhai Air,China,B-3822,China Flying Dragon,2,17,A1,approach,confirmed,human_error,pilot & crew error
113,1996-07-06,McDonnell Douglas MD-88,"near Pensacola, FL",USA,N927DA,Delta Air Lines,2,17,A2,takeoff,probable,human_error,maintenance error
114,1996-07-11,Let L-410UVP-E9D,near Kanda,India,VT-ETC,Archana Airways,9,25,A1,approach,confirmed,human_error,pilot & company error
115,1996-07-17,Boeing 747-131,"near East Moriches, NY",USA,N93119,Trans World Airlines,230,86,A1,en_route,confirmed,mechanical,fuel tank explosion
116,1996-07-24,Fokker F-27 Friendship 600,Myeik Airport,Myanmar,XY-AET,Myanma Airways,8,24,A1,landing,probable,weather,bad weather
117,1996-08-29,Tupolev Tu-154M,"Operafjellet, Svalbard",Norway,RA-85621,Vnukovo Airlines,141,69,A1,approach,suspected,human_error,pilot & crew error
118,1996-09-18,Fairchild C-123K Provider,Bahía Tortugas Airfield,Mexico,XA-SNB,Krissalan de Aviacion,5,21,A1,takeoff,unknown,unknown,unknown
119,1996-10-02,Boeing 757-23A,"Pacific Ocean, near Lima",Pacific Ocean,N52AW,Aeroperú,70,52,A1,en_route,suspected,human_error,maintenance error
120,1996-10-26,Yakovlev 40K,Khanty-Mansiysk,Russia,RA-88527,Tyumenaviatrans,5,21,A1,landing,confirmed,human_error,pilot error
121,1996-10-31,Fokker F28 Mk 0100,near São Paulo-Congonhas Airport,Brazil,PT-MRK,TAM Transportes Aéreos Regionais,103,61,A1,initial_climb,confirmed,mechanical,engine failure
122,1996-11-01,Embraer 110P1 Bandeirante,near Santa Elena,Guatemala,TG-TPA,TAPSA,14,29,A1,approach,probable,weather,low visibility
123,1996-11-07,Boeing 727-231,near Ejirin,Nigeria,5N-BBG,ADC Airlines,144,70,A1,approach,confirmed,human_error,pilot & atc error
124,1996-11-12,Ilyushin 76TD,"Charkhi Dadri, Haryana",India,UN-76435,Kazakhstan Airlines,37,40,A1,en_route,confirmed,human_error,"pilot error, mid air collision"
125,1996-11-12,Boeing 747-168B,"Charkhi Dadri, Haryana",India,HZ-AIH,Saudi Arabian Airlines,312,98,A1,en_route,confirmed,human_error,"pilot error, mid air collision"
126,1996-11-14,Antonov 2T,Most Pyssa,Russia,RA-40309,Komi Avia,14,29,A1,initial_climb,probable,human_error,pilot & crew error
127,1996-11-19,Beechcraft 1900,"Quincy Municipal Airport, IL",USA,N87GL,United Express,14,29,A1,landing,confirmed,human_error,pilot error
128,1996-11-23,Boeing 767-260ER,near Grande Comore,Comoros,ET-AIZ,Ethiopian Airlines,125,66,H1,approach,confirmed,criminal,hijack
129,1996-11-30,DHC-6 Twin Otter 300,near Medellín,Colombia,HK-2602,ACES Colombia,14,29,A1,en_route,probable,human_error,overload
130,1996-12-07,CASA/Nurtanio NC-212-A4 Avioca,near Banjarmasin,Indonesia,PK-VSO,Dirgantara Air Services,18,31,A1,approach,suspected,mechanical,engine failure
131,1997-01-07,DHC-6 Twin Otter 300,near Apia-Fagali'i,Samoa,5W-FAU,Polynesian Airlines,3,19,A1,en_route,probable,human_error,pilot error
132,1997-01-09,Embraer EMB-120 Brasília,"near Monroe, MI",USA,N265CA,Comair,29,37,A1,approach,probable,weather,atmospheric icing
133,1997-01-31,Embraer 110P1A Bandeirante,near Yola Airport,Nigeria,5N-AXS,Skypower Express,5,21,A1,approach,confirmed,human_error,pilot error
134,1997-02-14,Boeing 737-2C3,Carajás Airport,Brazil,PP-CJO,Varig,1,15,A1,landing,probable,weather,low visibility
135,1997-03-18,Antonov AN-24,Cherkessk,Russia,RA-46516,Stavropolskaya Aktsionernaya Avia,50,45,A1,en_route,confirmed,human_error,maintenance error
136,1997-04-19,British Aerospace ATP,near Tanjung Pand,Indonesia,PK-MTX,Merpati Nusantara,15,29,A1,approach,probable,human_error,pilot error
137,1997-05-08,Boeing 737-31B,"Shenzhen, Guangdon",China,B-2925,China Southern Airlines,35,40,A1,landing,confirmed,weather,thunderstorm
138,1997-06-06,Vickers 781D Viscount,near Irumu,DR Congo,9Q-CWL,Bazair,23,34,A1,en_route,unknown,unknown,unknown
139,1997-06-10,Harbin Yunshuji Y-12 II,Mandalgobi A,Mongolia,JU-1020,MIAT Mongolian Airlines,7,23,A1,approach,probable,human_error,atc error
140,1997-07-09,Fokker 100,"near Suzano, SP",Brazil,PT-WHK,TAM Transportes Aéreos Regionais,1,15,C2,en_route,confirmed,criminal,attempted hijack
141,1997-07-11,Antonov 24RV,near Santiago-Antonio Maceo Airport,Cuba,CU-T1262,Cubana de Aviación,44,43,A1,en_route,suspected,mechanical,mechanical failure
142,1997-07-17,Fokker F-27 Friendship 600,Bandung,Indonesia,PK-YPM,"Trigana Air Service, operating for Sempati Air",28,36,A1,en_route,suspected,mechanical,engine failure
143,1997-07-29,BAC One-Eleven 203AE,Calabar Airport,Nigeria,5N-BAA,ADC Airlines,1,15,A1,landing,suspected,weather,low visibility
144,1997-07-30,ATR-42-512,Florence-Peretola Airport,Italy,F-GPYE,Air Littoral,1,15,A1,landing,probable,human_error,pilot error
145,1997-08-06,Boeing 747-3B5,Nimitz Hill,Guam,HL7468,Korean Air,228,85,A1,approach,probable,human_error,pilot & crew error
146,1997-08-10,Dornier 228-212,near Matsu Airport,Taiwan,B-12256,Formosa Airlines,16,30,A1,approach,probable,weather,low visibility
147,1997-09-03,Tupolev Tu-134,Phnom Penh-Pochentong Airport,Cambodia,VNA120,Vietnam Airlines,65,50,A1,approach,confirmed,human_error,pilot error
